	entry_ac	go_id	go_descr
47176	O75376	0019216	regulation of lipid metabolic process
47177	O75376	0051225	spindle assembly
47178	O75376	0006366	transcription by RNA polymerase II
47395	Q8TBX8	0005776	autophagosome
47396	Q8TBX8	0005829	cytosol
47397	Q8TBX8	0070062	extracellular exosome
47398	Q8TBX8	0016020	membrane
47399	Q8TBX8	0016309	1-phosphatidylinositol-5-phosphate 4-kinase activity
47400	Q8TBX8	0005524	ATP binding
47401	Q8TBX8	0042802	identical protein binding
47402	Q8TBX8	0006661	phosphatidylinositol biosynthetic process
47403	Q8TBX8	2000786	positive regulation of autophagosome assembly
47404	Q8TBX8	0010506	regulation of autophagy
47405	Q8TBX8	0014066	regulation of phosphatidylinositol 3-kinase signaling
47594	Q7Z419	0005737	cytoplasm
47595	Q7Z419	0005829	cytosol
47596	Q7Z419	0016021	integral component of membrane
47597	Q7Z419	0031966	mitochondrial membrane
47598	Q7Z419	0000151	ubiquitin ligase complex
47599	Q7Z419	0046872	metal ion binding
47600	Q7Z419	0031624	ubiquitin conjugating enzyme binding
47601	Q7Z419	0061630	ubiquitin protein ligase activity
47602	Q7Z419	0004842	ubiquitin-protein transferase activity
47603	Q7Z419	0006915	apoptotic process
47604	Q7Z419	0043066	negative regulation of apoptotic process
47605	Q7Z419	0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
47606	Q7Z419	0000209	protein polyubiquitination
47607	Q7Z419	0006511	ubiquitin-dependent protein catabolic process
47608	Q92769	0005737	cytoplasm
47609	Q92769	0035098	ESC/E(Z) complex
47610	Q92769	0000118	histone deacetylase complex
47611	Q92769	0000790	nuclear chromatin
47612	Q92769	0005654	nucleoplasm
47613	Q92769	0005634	nucleus
47614	Q92769	0016581	NuRD complex
47615	Q92769	0032991	protein-containing complex
47616	Q92769	0016580	Sin3 complex
47617	Q92769	0070822	Sin3-type complex
47618	Q92769	0003682	chromatin binding
47619	Q92769	0019213	deacetylase activity
47620	Q92769	0019899	enzyme binding
47621	Q92769	0031072	heat shock protein binding
47622	Q92769	0004407	histone deacetylase activity
47623	Q92769	0042826	histone deacetylase binding
47624	Q92769	0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)
47625	Q92769	0051059	NF-kappaB binding
47626	Q92769	1990841	promoter-specific chromatin binding
47627	Q92769	0033558	protein deacetylase activity
47628	Q92769	0003723	RNA binding
47629	Q92769	0001103	RNA polymerase II repressing transcription factor binding
47630	Q92769	0043565	sequence-specific DNA binding
47631	Q92769	0008134	transcription factor binding
47632	Q92769	0043044	ATP-dependent chromatin remodeling
47633	Q92769	0048149	behavioral response to ethanol
47634	Q92769	0007596	blood coagulation
47635	Q92769	0003300	cardiac muscle hypertrophy
47636	Q92769	1903351	cellular response to dopamine
47637	Q92769	0034605	cellular response to heat
47638	Q92769	0070301	cellular response to hydrogen peroxide
47639	Q92769	0071300	cellular response to retinoic acid
47640	Q92769	0071560	cellular response to transforming growth factor beta stimulus
47641	Q92769	0006338	chromatin remodeling
47642	Q92769	0032922	circadian regulation of gene expression
47643	Q92769	0016358	dendrite development
47644	Q92769	0042733	embryonic digit morphogenesis
47645	Q92769	0009913	epidermal cell differentiation
47646	Q92769	0061029	eyelid development in camera-type eye
47647	Q92769	0061198	fungiform papilla formation
47648	Q92769	0060789	hair follicle placode formation
47649	Q92769	0016575	histone deacetylation
47650	Q92769	0070932	histone H3 deacetylation
47651	Q92769	0070933	histone H4 deacetylation
47652	Q92769	0006344	maintenance of chromatin silencing
47653	Q92769	0043066	negative regulation of apoptotic process
47654	Q92769	0061000	negative regulation of dendritic spine development
47655	Q92769	0043392	negative regulation of DNA binding
47656	Q92769	0043433	negative regulation of DNA-binding transcription factor activity
47657	Q92769	0045347	negative regulation of MHC class II biosynthetic process
47658	Q92769	0010977	negative regulation of neuron projection development
47659	Q92769	2000757	negative regulation of peptidyl-lysine acetylation
47660	Q92769	0000122	negative regulation of transcription by RNA polymerase II
47661	Q92769	0045892	negative regulation of transcription, DNA-templated
47662	Q92769	0042475	odontogenesis of dentin-containing tooth
47663	Q92769	0008284	positive regulation of cell population proliferation
47664	Q92769	0032967	positive regulation of collagen biosynthetic process
47665	Q92769	0010718	positive regulation of epithelial to mesenchymal transition
47666	Q92769	0032732	positive regulation of interleukin-1 production
47667	Q92769	1902437	positive regulation of male mating behavior
47668	Q92769	0048714	positive regulation of oligodendrocyte differentiation
47669	Q92769	0045862	positive regulation of proteolysis
47670	Q92769	0010870	positive regulation of receptor biosynthetic process
47671	Q92769	0045944	positive regulation of transcription by RNA polymerase II
47672	Q92769	0045893	positive regulation of transcription, DNA-templated
47673	Q92769	0032760	positive regulation of tumor necrosis factor production
47674	Q92769	0042531	positive regulation of tyrosine phosphorylation of STAT protein
47675	Q92769	1901796	regulation of signal transduction by p53 class mediator
47676	Q92769	0001975	response to amphetamine
47677	Q92769	0031000	response to caffeine
47678	Q92769	0042220	response to cocaine
47679	Q92769	0055093	response to hyperoxia
47680	Q92769	0032496	response to lipopolysaccharide
47681	Q92769	0035094	response to nicotine
47914	P49757	0045177	apical part of cell
47915	P49757	0016323	basolateral plasma membrane
47916	P49757	0030136	clathrin-coated vesicle
47917	P49757	0005737	cytoplasm
47918	P49757	0005769	early endosome
47919	P49757	0019897	extrinsic component of plasma membrane
47920	P49757	0005925	focal adhesion
47921	P49757	0098978	glutamatergic synapse
47922	P49757	0005634	nucleus
47923	P49757	0005886	plasma membrane
47924	P49757	0045294	alpha-catenin binding
47925	P49757	0008013	beta-catenin binding
47926	P49757	0045296	cadherin binding
47927	P49757	0034332	adherens junction organization
47928	P49757	0007409	axonogenesis
47929	P49757	0021670	lateral ventricle development
47930	P49757	1903077	negative regulation of protein localization to plasma membrane
47931	P49757	0021849	neuroblast division in subventricular zone
47932	P49757	0030335	positive regulation of cell migration
47933	P49757	0050769	positive regulation of neurogenesis
47934	P49757	0099149	regulation of postsynaptic neurotransmitter receptor internalization
48058	P60900	0005737	cytoplasm
48059	P60900	0005829	cytosol
48060	P60900	0070062	extracellular exosome
48061	P60900	0030016	myofibril
48062	P60900	0016363	nuclear matrix
48063	P60900	0005654	nucleoplasm
48064	P60900	0005634	nucleus
48065	P60900	0000932	P-body
48066	P60900	0005844	polysome
48067	P60900	0000502	proteasome complex
48068	P60900	0005839	proteasome core complex
48069	P60900	0019773	proteasome core complex, alpha-subunit complex
48070	P60900	0030017	sarcomere
48071	P60900	0004175	endopeptidase activity
48072	P60900	0051059	NF-kappaB binding
48073	P60900	0035639	purine ribonucleoside triphosphate binding
48074	P60900	0003723	RNA binding
48075	P60900	0004298	threonine-type endopeptidase activity
48076	P60900	0031145	anaphase-promoting complex-dependent catabolic process
48077	P60900	0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
48078	P60900	0038095	Fc-epsilon receptor signaling pathway
48079	P60900	0070498	interleukin-1-mediated signaling pathway
48080	P60900	0000165	MAPK cascade
48081	P60900	0090090	negative regulation of canonical Wnt signaling pathway
48082	P60900	0010972	negative regulation of G2/M transition of mitotic cell cycle
48083	P60900	0038061	NIK/NF-kappaB signaling
48084	P60900	0090263	positive regulation of canonical Wnt signaling pathway
48085	P60900	0051092	positive regulation of NF-kappaB transcription factor activity
48086	P60900	0043687	post-translational protein modification
48087	P60900	0010498	proteasomal protein catabolic process
48088	P60900	0010499	proteasomal ubiquitin-independent protein catabolic process
48089	P60900	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
48090	P60900	0016579	protein deubiquitination
48091	P60900	0000209	protein polyubiquitination
48092	P60900	0051603	proteolysis involved in cellular protein catabolic process
48093	P60900	0006521	regulation of cellular amino acid metabolic process
48094	P60900	1902036	regulation of hematopoietic stem cell differentiation
48095	P60900	0050727	regulation of inflammatory response
48096	P60900	1901990	regulation of mitotic cell cycle phase transition
48097	P60900	0043488	regulation of mRNA stability
48098	P60900	0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
48099	P60900	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
48100	P60900	0002223	stimulatory C-type lectin receptor signaling pathway
48101	P60900	0050852	T cell receptor signaling pathway
48102	P60900	0055085	transmembrane transport
48103	P60900	0033209	tumor necrosis factor-mediated signaling pathway
48104	P60900	0060071	Wnt signaling pathway, planar cell polarity pathway
48245	P46531	0001669	acrosomal vesicle
48246	P46531	0005912	adherens junction
48247	P46531	0016324	apical plasma membrane
48248	P46531	0009986	cell surface
48249	P46531	0005829	cytosol
48250	P46531	0005789	endoplasmic reticulum membrane
48251	P46531	0005576	extracellular region
48252	P46531	0000139	Golgi membrane
48253	P46531	0016021	integral component of membrane
48254	P46531	0002193	MAML1-RBP-Jkappa- ICN1 complex
48255	P46531	0005654	nucleoplasm
48256	P46531	0005634	nucleus
48257	P46531	0005886	plasma membrane
48258	P46531	0043235	receptor complex
48259	P46531	0005509	calcium ion binding
48260	P46531	0031490	chromatin DNA binding
48261	P46531	0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
48262	P46531	0019899	enzyme binding
48263	P46531	0004857	enzyme inhibitor activity
48264	P46531	0005112	Notch binding
48265	P46531	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
48266	P46531	0004888	transmembrane signaling receptor activity
48267	P46531	0031100	animal organ regeneration
48268	P46531	0003180	aortic valve morphogenesis
48269	P46531	1902263	apoptotic process involved in embryonic digit morphogenesis
48270	P46531	0060842	arterial endothelial cell differentiation
48271	P46531	0048708	astrocyte differentiation
48272	P46531	0003162	atrioventricular node development
48273	P46531	0003181	atrioventricular valve morphogenesis
48274	P46531	0009912	auditory receptor cell fate commitment
48275	P46531	0007409	axonogenesis
48276	P46531	0048754	branching morphogenesis of an epithelial tube
48277	P46531	0003209	cardiac atrium morphogenesis
48278	P46531	0003207	cardiac chamber formation
48279	P46531	0060317	cardiac epithelial to mesenchymal transition
48280	P46531	0003214	cardiac left ventricle morphogenesis
48281	P46531	0060038	cardiac muscle cell proliferation
48282	P46531	0055008	cardiac muscle tissue morphogenesis
48283	P46531	0003213	cardiac right atrium morphogenesis
48284	P46531	0003219	cardiac right ventricle formation
48285	P46531	0060411	cardiac septum morphogenesis
48286	P46531	0060948	cardiac vascular smooth muscle cell development
48287	P46531	0003208	cardiac ventricle morphogenesis
48288	P46531	0007050	cell cycle arrest
48289	P46531	0021515	cell differentiation in spinal cord
48290	P46531	0001708	cell fate specification
48291	P46531	0003273	cell migration involved in endocardial cushion formation
48292	P46531	0071372	cellular response to follicle-stimulating hormone stimulus
48293	P46531	0035924	cellular response to vascular endothelial growth factor stimulus
48294	P46531	0060271	cilium assembly
48295	P46531	0072044	collecting duct development
48296	P46531	0007386	compartment pattern specification
48297	P46531	0060982	coronary artery morphogenesis
48298	P46531	0003182	coronary sinus valve morphogenesis
48299	P46531	0003169	coronary vein morphogenesis
48300	P46531	0007368	determination of left/right symmetry
48301	P46531	0072017	distal tubule development
48302	P46531	0035116	embryonic hindlimb morphogenesis
48303	P46531	0060956	endocardial cell differentiation
48304	P46531	0003203	endocardial cushion morphogenesis
48305	P46531	0003157	endocardium development
48306	P46531	0003160	endocardium morphogenesis
48307	P46531	0007492	endoderm development
48308	P46531	0001837	epithelial to mesenchymal transition
48309	P46531	0003198	epithelial to mesenchymal transition involved in endocardial cushion formation
48310	P46531	0030900	forebrain development
48311	P46531	0007440	foregut morphogenesis
48312	P46531	0072144	glomerular mesangial cell development
48313	P46531	0003241	growth involved in heart morphogenesis
48314	P46531	0031069	hair follicle morphogenesis
48315	P46531	0007507	heart development
48316	P46531	0001947	heart looping
48317	P46531	0061384	heart trabecula morphogenesis
48318	P46531	0048873	homeostasis of number of cells within a tissue
48319	P46531	0006959	humoral immune response
48320	P46531	0006955	immune response
48321	P46531	0001701	in utero embryonic development
48322	P46531	0002437	inflammatory response to antigenic stimulus
48323	P46531	0072602	interleukin-4 secretion
48324	P46531	0030216	keratinocyte differentiation
48325	P46531	0070986	left/right axis specification
48326	P46531	0001889	liver development
48327	P46531	0030324	lung development
48328	P46531	0014031	mesenchymal cell development
48329	P46531	0003192	mitral valve formation
48330	P46531	2000811	negative regulation of anoikis
48331	P46531	0070168	negative regulation of biomineral tissue development
48332	P46531	0030514	negative regulation of BMP signaling pathway
48333	P46531	0045955	negative regulation of calcium ion-dependent exocytosis
48334	P46531	0090090	negative regulation of canonical Wnt signaling pathway
48335	P46531	0010614	negative regulation of cardiac muscle hypertrophy
48336	P46531	0043086	negative regulation of catalytic activity
48337	P46531	0090051	negative regulation of cell migration involved in sprouting angiogenesis
48338	P46531	0008285	negative regulation of cell population proliferation
48339	P46531	0003252	negative regulation of cell proliferation involved in heart valve morphogenesis
48340	P46531	0010812	negative regulation of cell-substrate adhesion
48341	P46531	0120163	negative regulation of cold-induced thermogenesis
48342	P46531	2001027	negative regulation of endothelial cell chemotaxis
48343	P46531	0003332	negative regulation of extracellular matrix constituent secretion
48344	P46531	0010629	negative regulation of gene expression
48345	P46531	0060253	negative regulation of glial cell proliferation
48346	P46531	0045967	negative regulation of growth rate
48347	P46531	0045608	negative regulation of inner ear auditory receptor cell differentiation
48348	P46531	0045662	negative regulation of myoblast differentiation
48349	P46531	0010832	negative regulation of myotube differentiation
